partner_id,agency_name,partner_ref,language,title,description,deal_type,property_type,rent_monthly_chf,extra_costs_chf,purchase_price_chf,street,zipcode,city,rooms,living_area_m2,floor,contact_email,image_urls,features,available_from
P-101,Wohntraum Immobilien GmbH,AG101-00016,de,Zentrale 5.5-Zimmer-Wohnung in Bern,Zentrale Wohnung mit 5.5 Zimmern und 133 m² Wohnfläche im 3. Stock an der Stauffacherstrasse 102 in Bern. Zur Ausstattung gehören Garage und Parkplatz. Verfügbar ab 2027-02-01.,rent,flat,3900,180,,Stauffacherstrasse 102,3012,Bern,5.5,133,3,sofia.martin@wohntraum-immo.ch,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=1200&q=80|https://images.unsplash.com/photo-1600210492486-724fe5c67fb0?w=1200&q=80|https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=1200&q=80|https://images.unsplash.com/photo-1484154218962-a197022b5858?w=1200&q=80,garage|parking,2027-02-01
P-100,Immo Zentrum AG,AG100-00021,de,Gepflegtes 4.5-Zimmer-Loft in Thun,Gepflegtes Loft mit 4.5 Zimmern und 117 m² Wohnfläche im 1. Stock an der Frutigenstrasse 91 in Thun. Zur Ausstattung gehören Garage und Garten. Verfügbar ab 2027-04-01.,rent,loft,2530,200,,Frutigenstrasse 91,3600,Thun,4.5,117,1,claire.dubois@immo-zentrum.ch,https://images.unsplash.com/photo-1493809842364-78817add7ffb?w=1200&q=80|https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=1200&q=80|https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=1200&q=80|https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=1200&q=80,dishwasher|garage|garden|wheelchair_access,2027-04-01
P-101,Wohntraum Immobilien GmbH,AG101-00017,de,Ruhiges 6.5-Zimmer-Einfamilienhaus in Basel,Ruhiges Einfamilienhaus mit 6.5 Zimmern und 208 m² Wohnfläche an der Güterstrasse 68 in Basel. Zur Ausstattung gehören Balkon und Garten. Verfügbar ab 2026-11-01.,rent,house,5380,270,,Güterstrasse 68,4056,Basel,6.5,208,,luca.martin@wohntraum-immo.ch,https://images.unsplash.com/photo-1493809842364-78817add7ffb?w=1200&q=80|https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=1200&q=80|https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=1200&q=80|https://images.unsplash.com/photo-1600047509807-ba8f99d2cdde?w=1200&q=80,balcony|garden|washing_machine|wheelchair_access,2026-11-01
P-102,Régie du Lac SA,AG102-00013,de,Charmante 2.5-Zimmer-Wohnung in Köniz,Charmante Wohnung mit 2.5 Zimmern und 63 m² Wohnfläche im 1. Stock an der Sägestrasse 85 in Köniz. Zur Ausstattung gehören Garage. Verfügbar ab 2027-03-01.,rent,flat,1480,330,,Sägestrasse 85,3098,Köniz,2.5,63,1,marc.bernasconi@regiedulac.ch,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=1200&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=1200&q=80|https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?w=1200&q=80|https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1200&q=80,garage|washing_machine,2027-03-01
P-103,Alpina Real Estate AG,AG103-00017,de,Charmantes 6.5-Zimmer-Einfamilienhaus in Chur,Charmantes Einfamilienhaus mit 6.5 Zimmern und 198 m² Wohnfläche an der Masanserstrasse 99 in Chur. Zur Ausstattung gehören Garten. Verfügbar ab 2026-12-01.,buy,house,,,1605000,Masanserstrasse 99,7000,Chur,6.5,198,,claire.bernasconi@alpina-realestate.ch,https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=1200&q=80|https://images.unsplash.com/photo-1576941089067-2de3c901e126?w=1200&q=80|https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=1200&q=80,dishwasher|garden|storage_room|washing_machine,2026-12-01
P-103,Alpina Real Estate AG,AG103-00018,it,Casa unifamiliare moderna di 5.5 locali a Lugano,"Casa unifamiliare moderna di 5.5 locali con 146 m² di superficie abitabile, in Via Pretorio 119 a Lugano. Include balcone e garage. Disponibile dal 2027-01-01.",buy,house,,,1743000,Via Pretorio 119,6962,Lugano,5.5,146,,sofia.rossi@alpina-realestate.ch,https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=1200&q=80|https://images.unsplash.com/photo-1576941089067-2de3c901e126?w=1200&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=1200&q=80|https://images.unsplash.com/photo-1560185007-cde436f6a4d0?w=1200&q=80,balcony|dishwasher|garage|garden|minergie,2027-01-01
P-101,Wohntraum Immobilien GmbH,AG101-00018,fr,Appartement moderne de 2.5 pièces à Lausanne,"Appartement moderne de 2.5 pièces avec 67 m² de surface habitable au 4e étage, situé Chemin de Montelly 43 à Lausanne. Comprend balcon et ascenseur. Disponible dès le 2026-10-01.",rent,flat,1630,330,,Chemin de Montelly 43,1006,Lausanne,2.5,67,4,luca.steiner@wohntraum-immo.ch,https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=1200&q=80|https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=1200&q=80,balcony|elevator|minergie,2026-10-01
P-101,Wohntraum Immobilien GmbH,AG101-00019,de,Charmantes 5.5-Zimmer-Reihenhaus in Luzern,Charmantes Reihenhaus mit 5.5 Zimmern und 162 m² Wohnfläche an der Obergrundstrasse 95 in Luzern. Zur Ausstattung gehören Garten. Verfügbar ab 2026-09-01.,rent,terrace_house,4250,270,,Obergrundstrasse 95,6005,Luzern,5.5,162,,matteo.huber@wohntraum-immo.ch,https://images.unsplash.com/photo-1613977257363-707ba9348227?w=1200&q=80|https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=1200&q=80,garden|minergie|wheelchair_access,2026-09-01
P-101,Wohntraum Immobilien GmbH,AG101-00020,de,Modernes 4.5-Zimmer-Einfamilienhaus in Aarau,Modernes Einfamilienhaus mit 4.5 Zimmern und 152 m² Wohnfläche an der Igelweid 37 in Aarau. Zur Ausstattung gehören Garten. Verfügbar ab 2027-04-01.,buy,house,,,1393000,Igelweid 37,5000,Aarau,4.5,152,,david.bernasconi@wohntraum-immo.ch,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=1200&q=80|https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=1200&q=80|https://images.unsplash.com/photo-1493809842364-78817add7ffb?w=1200&q=80,dishwasher|garden|wheelchair_access,2027-04-01
P-101,Wohntraum Immobilien GmbH,AG101-00021,de,Zentrale 4.5-Zimmer-Wohnung in Zug,Zentrale Wohnung mit 4.5 Zimmern und 122 m² Wohnfläche im 5. Stock an der Chamerstrasse 12 in Zug. Zur Ausstattung gehören Garage und Garten. Verfügbar ab 2026-10-01.,rent,flat,4740,300,,Chamerstrasse 12,6300,Zug,4.5,122,5,marc.bernasconi@wohntraum-immo.ch,https://images.unsplash.com/photo-1576941089067-2de3c901e126?w=1200&q=80|https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1200&q=80|https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=1200&q=80,garage|garden|wheelchair_access,2026-10-01
P-102,Régie du Lac SA,AG102-00014,de,Gepflegte 3.5-Zimmer-Wohnung in Baden,Gepflegte Wohnung mit 3.5 Zimmern und 89 m² Wohnfläche im 2. Stock an der Badstrasse 8 in Baden. Verfügbar ab 2027-04-01.,buy,flat,,,678000,Badstrasse 8,5400,Baden,3.5,89,2,marc.frei@regiedulac.ch,https://images.unsplash.com/photo-1600210492486-724fe5c67fb0?w=1200&q=80|https://images.unsplash.com/photo-1576941089067-2de3c901e126?w=1200&q=80|https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=1200&q=80|https://images.unsplash.com/photo-1560185007-cde436f6a4d0?w=1200&q=80,dishwasher|minergie,2027-04-01
P-104,Casa Bella Immobiliare SA,AG104-00019,fr,Maison individuelle calme de 6.5 pièces à Lausanne,"Maison individuelle calme de 6.5 pièces avec 169 m² de surface habitable, située Avenue de Morges 48 à Lausanne. Comprend cheminée et garage. Disponible dès le 2027-04-01.",buy,house,,,1833000,Avenue de Morges 48,1006,Lausanne,6.5,169,,sofia.rossi@casabella-immo.ch,https://images.unsplash.com/photo-1560184897-ae75f418493e?w=1200&q=80|https://images.unsplash.com/photo-1556912167-f556f1f39fdf?w=1200&q=80|https://images.unsplash.com/photo-1613545325278-f24b0cae1224?w=1200&q=80|https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=1200&q=80,fireplace|garage|garden|washing_machine,2027-04-01
P-101,Wohntraum Immobilien GmbH,AG101-00022,de,Grosszügige 4.5-Zimmer-Wohnung in St. Gallen,Grosszügige Wohnung mit 4.5 Zimmern und 118 m² Wohnfläche im 2. Stock an der Langgasse 110 in St. Gallen. Zur Ausstattung gehören Garage. Verfügbar ab 2026-10-01.,rent,flat,2590,130,,Langgasse 110,9008,St. Gallen,4.5,118,2,elena.bernasconi@wohntraum-immo.ch,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=1200&q=80|https://images.unsplash.com/photo-1600210492486-724fe5c67fb0?w=1200&q=80,garage|storage_room|wheelchair_access,2026-10-01
P-103,Alpina Real Estate AG,AG103-00019,fr,Attique lumineux de 1.5 pièces à Lausanne,"Attique lumineux de 1.5 pièces avec 38 m² de surface habitable au 4e étage, situé Rue de Bourg 75 à Lausanne. Comprend balcon et jardin. Disponible dès le 2026-09-01.",rent,attic_flat,1060,250,,Rue de Bourg 75,1003,Lausanne,1.5,38,4,claire.favre@alpina-realestate.ch,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=1200&q=80|https://images.unsplash.com/photo-1576941089067-2de3c901e126?w=1200&q=80|https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=1200&q=80|https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=1200&q=80,balcony|dishwasher|garden|washing_machine,2026-09-01
P-101,Wohntraum Immobilien GmbH,AG101-00023,de,Modernes 5.5-Zimmer-Reihenhaus in Bern,Modernes Reihenhaus mit 5.5 Zimmern und 142 m² Wohnfläche an der Brunnmattstrasse 84 in Bern. Zur Ausstattung gehören Cheminée und Garten. Verfügbar ab 2026-10-01.,rent,terrace_house,4170,350,,Brunnmattstrasse 84,3012,Bern,5.5,142,,david.frei@wohntraum-immo.ch,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=1200&q=80|https://images.unsplash.com/photo-1560185127-6ed189bf02f4?w=1200&q=80|https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1200&q=80|https://images.unsplash.com/photo-1613977257363-707ba9348227?w=1200&q=80,fireplace|garden|minergie|pets_allowed|storage_room,2026-10-01
P-103,Alpina Real Estate AG,AG103-00020,de,Grosszügige 1.5-Zimmer-Wohnung in Basel,Grosszügige Wohnung mit 1.5 Zimmern und 44 m² Wohnfläche im 3. Stock an der Feldbergstrasse 25 in Basel. Zur Ausstattung gehören Lift und Cheminée. Verfügbar ab 2026-09-01.,rent,flat,1220,240,,Feldbergstrasse 25,4051,Basel,1.5,44,3,elena.keller@alpina-realestate.ch,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=1200&q=80|https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=1200&q=80,elevator|fireplace|pets_allowed,2026-09-01
P-104,Casa Bella Immobiliare SA,AG104-00020,fr,Appartement charmant de 1.5 pièces à Genève,"Appartement charmant de 1.5 pièces avec 38 m² de surface habitable au 5e étage, situé Boulevard des Philosophes 28 à Genève. Comprend cheminée et jardin. Disponible dès le 2026-11-01.",buy,flat,,,464000,Boulevard des Philosophes 28,1201,Genève,1.5,38,5,jan.rossi@casabella-immo.ch,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=1200&q=80|https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=1200&q=80|https://images.unsplash.com/photo-1556912167-f556f1f39fdf?w=1200&q=80|https://images.unsplash.com/photo-1560184897-ae75f418493e?w=1200&q=80,fireplace|garden,2026-11-01
P-104,Casa Bella Immobiliare SA,AG104-00021,de,Zentrales 3.5-Zimmer-Loft in Zug,Zentrales Loft mit 3.5 Zimmern und 83 m² Wohnfläche im 1. Stock an der Chamerstrasse 7 in Zug. Zur Ausstattung gehören Balkon und Garage. Verfügbar ab 2027-03-01.,buy,loft,,,1191000,Chamerstrasse 7,6300,Zug,3.5,83,1,claire.frei@casabella-immo.ch,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=1200&q=80|https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=1200&q=80|https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=1200&q=80,balcony|dishwasher|garage|storage_room|washing_machine,2027-03-01
P-100,Immo Zentrum AG,AG100-00022,de,Zentrale 5.5-Zimmer-Wohnung in Winterthur,Zentrale Wohnung mit 5.5 Zimmern und 141 m² Wohnfläche im 6. Stock an der Marktgasse 33 in Winterthur. Zur Ausstattung gehören Balkon und Garage. Verfügbar ab 2027-02-01.,rent,flat,3380,150,,Marktgasse 33,8400,Winterthur,5.5,141,6,anna.dubois@immo-zentrum.ch,https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=1200&q=80|https://images.unsplash.com/photo-1560185127-6ed189bf02f4?w=1200&q=80,balcony|garage|garden|storage_room|wheelchair_access,2027-02-01
